"data","codice_regione","denominazione_regione","lat","long","nuovi_casi","casi_totali","tipo_infezione"
2022-08-09,"1","Piemonte","45.073274499999997","7.6806874829999998",2,3,"donatore_sangue"
2022-08-09,"1","Piemonte","45.073274499999997","7.6806874829999998",1,1,"febbre"
2022-08-09,"5","Veneto","45.434904850000002","12.33845213",17,50,"neuroinvasiva"
2022-08-09,"5","Veneto","45.434904850000002","12.33845213",0,11,"donatore_sangue"
2022-08-09,"5","Veneto","45.434904850000002","12.33845213",11,27,"febbre"
2022-08-09,"5","Veneto","45.434904850000002","12.33845213",0,1,"sintomatico"
2022-08-16,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",7,29,"neuroinvasiva"
2022-08-16,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",3,9,"donatore_sangue"
2022-08-16,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",0,2,"febbre"
2022-08-16,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",1,3,"neuroinvasiva"
2022-08-16,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",1,1,"febbre"
2022-08-16,"3","Lombardia","45.46679409","9.1903474040000006",3,8,"neuroinvasiva"
2022-08-16,"3","Lombardia","45.46679409","9.1903474040000006",2,5,"donatore_sangue"
2022-08-16,"3","Lombardia","45.46679409","9.1903474040000006",1,4,"febbre"
2022-08-16,"1","Piemonte","45.073274499999997","7.6806874829999998",6,14,"neuroinvasiva"
2022-08-16,"1","Piemonte","45.073274499999997","7.6806874829999998",2,5,"donatore_sangue"
2022-08-16,"1","Piemonte","45.073274499999997","7.6806874829999998",0,1,"febbre"
2022-08-16,"20","Sardegna","39.215311919999998","9.1106163060000007",1,1,"neuroinvasiva"
2022-08-16,"9","Toscana","43.76923077","11.25588885",1,1,"neuroinvasiva"
2022-08-16,"5","Veneto","45.434904850000002","12.33845213",21,71,"neuroinvasiva"
2022-08-16,"5","Veneto","45.434904850000002","12.33845213",7,18,"donatore_sangue"
2022-08-16,"5","Veneto","45.434904850000002","12.33845213",28,55,"febbre"
2022-08-16,"5","Veneto","45.434904850000002","12.33845213",2,3,"sintomatico"
2022-08-23,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",8,37,"neuroinvasiva"
2022-08-23,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",2,11,"donatore_sangue"
2022-08-23,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",0,2,"febbre"
2022-08-23,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",4,7,"neuroinvasiva"
2022-08-23,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",2,3,"febbre"
2022-08-23,"3","Lombardia","45.46679409","9.1903474040000006",0,8,"neuroinvasiva"
2022-08-23,"3","Lombardia","45.46679409","9.1903474040000006",1,6,"donatore_sangue"
2022-08-23,"3","Lombardia","45.46679409","9.1903474040000006",-1,3,"febbre"
2022-08-23,"1","Piemonte","45.073274499999997","7.6806874829999998",5,19,"neuroinvasiva"
2022-08-23,"1","Piemonte","45.073274499999997","7.6806874829999998",0,5,"donatore_sangue"
2022-08-23,"1","Piemonte","45.073274499999997","7.6806874829999998",0,1,"febbre"
2022-08-23,"20","Sardegna","39.215311919999998","9.1106163060000007",0,1,"neuroinvasiva"
2022-08-23,"9","Toscana","43.76923077","11.25588885",2,3,"neuroinvasiva"
2022-08-23,"5","Veneto","45.434904850000002","12.33845213",14,85,"neuroinvasiva"
2022-08-23,"5","Veneto","45.434904850000002","12.33845213",5,23,"donatore_sangue"
2022-08-23,"5","Veneto","45.434904850000002","12.33845213",29,84,"febbre"
2022-08-23,"5","Veneto","45.434904850000002","12.33845213",0,3,"sintomatico"
2022-08-30,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",9,46,"neuroinvasiva"
2022-08-30,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",2,13,"donatore_sangue"
2022-08-30,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",0,2,"febbre"
2022-08-30,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",-3,4,"neuroinvasiva"
2022-08-30,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",5,8,"febbre"
2022-08-30,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",1,1,"sintomatico"
2022-08-30,"NA","Importato dalla Spagna","NA","NA",1,1,"febbre"
2022-08-30,"3","Lombardia","45.46679409","9.1903474040000006",6,14,"neuroinvasiva"
2022-08-30,"3","Lombardia","45.46679409","9.1903474040000006",11,17,"donatore_sangue"
2022-08-30,"3","Lombardia","45.46679409","9.1903474040000006",6,9,"febbre"
2022-08-30,"3","Lombardia","45.46679409","9.1903474040000006",1,1,"sintomatico"
2022-08-30,"1","Piemonte","45.073274499999997","7.6806874829999998",4,23,"neuroinvasiva"
2022-08-30,"1","Piemonte","45.073274499999997","7.6806874829999998",1,6,"donatore_sangue"
2022-08-30,"1","Piemonte","45.073274499999997","7.6806874829999998",0,1,"febbre"
2022-08-30,"20","Sardegna","39.215311919999998","9.1106163060000007",1,2,"neuroinvasiva"
2022-08-30,"9","Toscana","43.76923077","11.25588885",0,3,"neuroinvasiva"
2022-08-30,"5","Veneto","45.434904850000002","12.33845213",15,100,"neuroinvasiva"
2022-08-30,"5","Veneto","45.434904850000002","12.33845213",1,24,"donatore_sangue"
2022-08-30,"5","Veneto","45.434904850000002","12.33845213",22,106,"febbre"
2022-08-30,"5","Veneto","45.434904850000002","12.33845213",1,4,"sintomatico"
2022-09-06,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",5,51,"neuroinvasiva"
2022-09-06,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",1,14,"donatore_sangue"
2022-09-06,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",0,2,"febbre"
2022-09-06,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",0,4,"neuroinvasiva"
2022-09-06,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",2,10,"febbre"
2022-09-06,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",0,1,"sintomatico"
2022-09-06,"3","Lombardia","45.46679409","9.1903474040000006",4,18,"neuroinvasiva"
2022-09-06,"3","Lombardia","45.46679409","9.1903474040000006",4,21,"donatore_sangue"
2022-09-06,"3","Lombardia","45.46679409","9.1903474040000006",1,10,"febbre"
2022-09-06,"3","Lombardia","45.46679409","9.1903474040000006",0,1,"sintomatico"
2022-09-06,"1","Piemonte","45.073274499999997","7.6806874829999998",5,28,"neuroinvasiva"
2022-09-06,"1","Piemonte","45.073274499999997","7.6806874829999998",1,7,"donatore_sangue"
2022-09-06,"1","Piemonte","45.073274499999997","7.6806874829999998",2,3,"febbre"
2022-09-06,"20","Sardegna","39.215311919999998","9.1106163060000007",2,4,"neuroinvasiva"
2022-09-06,"9","Toscana","43.76923077","11.25588885",0,3,"neuroinvasiva"
2022-09-06,"5","Veneto","45.434904850000002","12.33845213",8,108,"neuroinvasiva"
2022-09-06,"5","Veneto","45.434904850000002","12.33845213",0,24,"donatore_sangue"
2022-09-06,"5","Veneto","45.434904850000002","12.33845213",17,123,"febbre"
2022-09-06,"5","Veneto","45.434904850000002","12.33845213",2,6,"sintomatico"
2022-09-06,"5","Veneto","45.434904850000002","12.33845213",1,1,"asintomatico"
2022-09-13,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",8,59,"neuroinvasiva"
2022-09-13,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",3,17,"donatore_sangue"
2022-09-13,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",0,2,"febbre"
2022-09-13,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",0,4,"neuroinvasiva"
2022-09-13,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",0,10,"febbre"
2022-09-13,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",0,1,"sintomatico"
2022-09-13,"NA","Importato dalla Spagna","NA","NA",0,1,"febbre"
2022-09-13,"3","Lombardia","45.46679409","9.1903474040000006",5,23,"neuroinvasiva"
2022-09-13,"3","Lombardia","45.46679409","9.1903474040000006",0,21,"donatore_sangue"
2022-09-13,"3","Lombardia","45.46679409","9.1903474040000006",0,10,"febbre"
2022-09-13,"3","Lombardia","45.46679409","9.1903474040000006",0,1,"sintomatico"
2022-09-13,"NA","NA","NA","NA",2,2,"febbre"
2022-09-13,"1","Piemonte","45.073274499999997","7.6806874829999998",0,28,"neuroinvasiva"
2022-09-13,"1","Piemonte","45.073274499999997","7.6806874829999998",2,9,"donatore_sangue"
2022-09-13,"1","Piemonte","45.073274499999997","7.6806874829999998",0,3,"febbre"
2022-09-13,"20","Sardegna","39.215311919999998","9.1106163060000007",0,4,"neuroinvasiva"
2022-09-13,"19","Sicilia","38.115697249999997","13.3623566999999",1,1,"neuroinvasiva"
2022-09-13,"9","Toscana","43.76923077","11.25588885",0,3,"neuroinvasiva"
2022-09-13,"5","Veneto","45.434904850000002","12.33845213",4,112,"neuroinvasiva"
2022-09-13,"5","Veneto","45.434904850000002","12.33845213",1,25,"donatore_sangue"
2022-09-13,"5","Veneto","45.434904850000002","12.33845213",8,131,"febbre"
2022-09-13,"5","Veneto","45.434904850000002","12.33845213",1,7,"sintomatico"
2022-09-13,"5","Veneto","45.434904850000002","12.33845213",0,1,"asintomatico"
2022-09-20,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",4,63,"neuroinvasiva"
2022-09-20,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",1,18,"donatore_sangue"
2022-09-20,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",0,2,"febbre"
2022-09-20,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",1,5,"neuroinvasiva"
2022-09-20,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",2,12,"febbre"
2022-09-20,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",0,1,"sintomatico"
2022-09-20,"NA","Importato dalla Spagna","NA","NA",0,1,"febbre"
2022-09-20,"3","Lombardia","45.46679409","9.1903474040000006",0,23,"neuroinvasiva"
2022-09-20,"3","Lombardia","45.46679409","9.1903474040000006",1,22,"donatore_sangue"
2022-09-20,"3","Lombardia","45.46679409","9.1903474040000006",0,10,"febbre"
2022-09-20,"3","Lombardia","45.46679409","9.1903474040000006",0,1,"sintomatico"
2022-09-20,"1","Piemonte","45.073274499999997","7.6806874829999998",6,34,"neuroinvasiva"
2022-09-20,"1","Piemonte","45.073274499999997","7.6806874829999998",4,13,"donatore_sangue"
2022-09-20,"1","Piemonte","45.073274499999997","7.6806874829999998",1,4,"febbre"
2022-09-20,"20","Sardegna","39.215311919999998","9.1106163060000007",1,5,"neuroinvasiva"
2022-09-20,"19","Sicilia","38.115697249999997","13.3623566999999",1,2,"neuroinvasiva"
2022-09-20,"9","Toscana","43.76923077","11.25588885",0,3,"neuroinvasiva"
2022-09-20,"5","Veneto","45.434904850000002","12.33845213",6,118,"neuroinvasiva"
2022-09-20,"5","Veneto","45.434904850000002","12.33845213",0,25,"donatore_sangue"
2022-09-20,"5","Veneto","45.434904850000002","12.33845213",14,145,"febbre"
2022-09-20,"5","Veneto","45.434904850000002","12.33845213",2,9,"sintomatico"
2022-09-20,"5","Veneto","45.434904850000002","12.33845213",0,1,"asintomatico"
2022-09-27,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",3,66,"neuroinvasiva"
2022-09-27,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",0,18,"donatore_sangue"
2022-09-27,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",0,2,"febbre"
2022-09-27,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",0,5,"neuroinvasiva"
2022-09-27,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",0,12,"febbre"
2022-09-27,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",0,1,"sintomatico"
2022-09-27,"NA","Importato dalla Spagna","NA","NA",0,1,"febbre"
2022-09-27,"3","Lombardia","45.46679409","9.1903474040000006",1,24,"neuroinvasiva"
2022-09-27,"3","Lombardia","45.46679409","9.1903474040000006",1,23,"donatore_sangue"
2022-09-27,"3","Lombardia","45.46679409","9.1903474040000006",0,10,"febbre"
2022-09-27,"3","Lombardia","45.46679409","9.1903474040000006",0,1,"sintomatico"
2022-09-27,"1","Piemonte","45.073274499999997","7.6806874829999998",2,36,"neuroinvasiva"
2022-09-27,"1","Piemonte","45.073274499999997","7.6806874829999998",1,14,"donatore_sangue"
2022-09-27,"1","Piemonte","45.073274499999997","7.6806874829999998",0,4,"febbre"
2022-09-27,"20","Sardegna","39.215311919999998","9.1106163060000007",0,5,"neuroinvasiva"
2022-09-27,"19","Sicilia","38.115697249999997","13.3623566999999",0,2,"neuroinvasiva"
2022-09-27,"9","Toscana","43.76923077","11.25588885",0,3,"neuroinvasiva"
2022-09-27,"5","Veneto","45.434904850000002","12.33845213",7,125,"neuroinvasiva"
2022-09-27,"5","Veneto","45.434904850000002","12.33845213",1,26,"donatore_sangue"
2022-09-27,"5","Veneto","45.434904850000002","12.33845213",6,151,"febbre"
2022-09-27,"5","Veneto","45.434904850000002","12.33845213",-1,8,"sintomatico"
2022-09-27,"5","Veneto","45.434904850000002","12.33845213",0,1,"asintomatico"
2022-10-04,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",1,67,"neuroinvasiva"
2022-10-04,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",0,18,"donatore_sangue"
2022-10-04,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",0,2,"febbre"
2022-10-04,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",0,5,"neuroinvasiva"
2022-10-04,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",0,12,"febbre"
2022-10-04,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",0,1,"sintomatico"
2022-10-04,"NA","Importato dalla Spagna","NA","NA",0,1,"febbre"
2022-10-04,"3","Lombardia","45.46679409","9.1903474040000006",0,24,"neuroinvasiva"
2022-10-04,"3","Lombardia","45.46679409","9.1903474040000006",2,25,"donatore_sangue"
2022-10-04,"3","Lombardia","45.46679409","9.1903474040000006",0,10,"febbre"
2022-10-04,"3","Lombardia","45.46679409","9.1903474040000006",0,1,"sintomatico"
2022-10-04,"1","Piemonte","45.073274499999997","7.6806874829999998",2,38,"neuroinvasiva"
2022-10-04,"1","Piemonte","45.073274499999997","7.6806874829999998",0,14,"donatore_sangue"
2022-10-04,"1","Piemonte","45.073274499999997","7.6806874829999998",0,4,"febbre"
2022-10-04,"20","Sardegna","39.215311919999998","9.1106163060000007",1,6,"neuroinvasiva"
2022-10-04,"19","Sicilia","38.115697249999997","13.3623566999999",0,2,"neuroinvasiva"
2022-10-04,"9","Toscana","43.76923077","11.25588885",0,3,"neuroinvasiva"
2022-10-04,"5","Veneto","45.434904850000002","12.33845213",8,133,"neuroinvasiva"
2022-10-04,"5","Veneto","45.434904850000002","12.33845213",0,26,"donatore_sangue"
2022-10-04,"5","Veneto","45.434904850000002","12.33845213",-1,150,"febbre"
2022-10-04,"5","Veneto","45.434904850000002","12.33845213",0,8,"sintomatico"
2022-10-04,"5","Veneto","45.434904850000002","12.33845213",0,1,"asintomatico"
2022-10-11,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",2,69,"neuroinvasiva"
2022-10-11,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",0,18,"donatore_sangue"
2022-10-11,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",0,2,"febbre"
2022-10-11,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",0,5,"neuroinvasiva"
2022-10-11,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",0,12,"febbre"
2022-10-11,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",0,1,"sintomatico"
2022-10-11,"NA","Importato dalla Spagna","NA","NA",0,1,"febbre"
2022-10-11,"3","Lombardia","45.46679409","9.1903474040000006",1,25,"neuroinvasiva"
2022-10-11,"3","Lombardia","45.46679409","9.1903474040000006",5,30,"donatore_sangue"
2022-10-11,"3","Lombardia","45.46679409","9.1903474040000006",1,11,"febbre"
2022-10-11,"3","Lombardia","45.46679409","9.1903474040000006",0,1,"sintomatico"
2022-10-11,"1","Piemonte","45.073274499999997","7.6806874829999998",0,38,"neuroinvasiva"
2022-10-11,"1","Piemonte","45.073274499999997","7.6806874829999998",0,14,"donatore_sangue"
2022-10-11,"1","Piemonte","45.073274499999997","7.6806874829999998",0,4,"febbre"
2022-10-11,"20","Sardegna","39.215311919999998","9.1106163060000007",0,6,"neuroinvasiva"
2022-10-11,"19","Sicilia","38.115697249999997","13.3623566999999",1,3,"neuroinvasiva"
2022-10-11,"9","Toscana","43.76923077","11.25588885",0,3,"neuroinvasiva"
2022-10-11,"5","Veneto","45.434904850000002","12.33845213",3,136,"neuroinvasiva"
2022-10-11,"5","Veneto","45.434904850000002","12.33845213",1,27,"donatore_sangue"
2022-10-11,"5","Veneto","45.434904850000002","12.33845213",1,151,"febbre"
2022-10-11,"5","Veneto","45.434904850000002","12.33845213",0,8,"sintomatico"
2022-10-11,"5","Veneto","45.434904850000002","12.33845213",0,1,"asintomatico"
2022-10-18,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",-1,68,"neuroinvasiva"
2022-10-18,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",0,18,"donatore_sangue"
2022-10-18,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",0,2,"febbre"
2022-10-18,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",0,5,"neuroinvasiva"
2022-10-18,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",0,12,"febbre"
2022-10-18,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",0,1,"sintomatico"
2022-10-18,"NA","Importato dalla Spagna","NA","NA",0,1,"febbre"
2022-10-18,"3","Lombardia","45.46679409","9.1903474040000006",1,26,"neuroinvasiva"
2022-10-18,"3","Lombardia","45.46679409","9.1903474040000006",0,30,"donatore_sangue"
2022-10-18,"3","Lombardia","45.46679409","9.1903474040000006",0,11,"febbre"
2022-10-18,"3","Lombardia","45.46679409","9.1903474040000006",0,1,"sintomatico"
2022-10-18,"1","Piemonte","45.073274499999997","7.6806874829999998",1,39,"neuroinvasiva"
2022-10-18,"1","Piemonte","45.073274499999997","7.6806874829999998",0,14,"donatore_sangue"
2022-10-18,"1","Piemonte","45.073274499999997","7.6806874829999998",0,4,"febbre"
2022-10-18,"20","Sardegna","39.215311919999998","9.1106163060000007",0,6,"neuroinvasiva"
2022-10-18,"19","Sicilia","38.115697249999997","13.3623566999999",1,4,"neuroinvasiva"
2022-10-18,"9","Toscana","43.76923077","11.25588885",0,3,"neuroinvasiva"
2022-10-18,"5","Veneto","45.434904850000002","12.33845213",3,139,"neuroinvasiva"
2022-10-18,"5","Veneto","45.434904850000002","12.33845213",0,27,"donatore_sangue"
2022-10-18,"5","Veneto","45.434904850000002","12.33845213",5,156,"febbre"
2022-10-18,"5","Veneto","45.434904850000002","12.33845213",0,8,"sintomatico"
2022-10-18,"5","Veneto","45.434904850000002","12.33845213",0,1,"asintomatico"
2022-10-25,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",1,69,"neuroinvasiva"
2022-10-25,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",0,18,"donatore_sangue"
2022-10-25,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",0,2,"febbre"
2022-10-25,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",0,5,"neuroinvasiva"
2022-10-25,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",0,12,"febbre"
2022-10-25,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",0,1,"sintomatico"
2022-10-25,"NA","Importato dal Marocco","NA","NA",1,1,"febbre"
2022-10-25,"NA","Importato dalla Spagna","NA","NA",0,1,"febbre"
2022-10-25,"3","Lombardia","45.46679409","9.1903474040000006",0,26,"neuroinvasiva"
2022-10-25,"3","Lombardia","45.46679409","9.1903474040000006",0,30,"donatore_sangue"
2022-10-25,"3","Lombardia","45.46679409","9.1903474040000006",0,11,"febbre"
2022-10-25,"3","Lombardia","45.46679409","9.1903474040000006",0,1,"sintomatico"
2022-10-25,"1","Piemonte","45.073274499999997","7.6806874829999998",0,39,"neuroinvasiva"
2022-10-25,"1","Piemonte","45.073274499999997","7.6806874829999998",0,14,"donatore_sangue"
2022-10-25,"1","Piemonte","45.073274499999997","7.6806874829999998",0,4,"febbre"
2022-10-25,"20","Sardegna","39.215311919999998","9.1106163060000007",1,7,"neuroinvasiva"
2022-10-25,"19","Sicilia","38.115697249999997","13.3623566999999",0,4,"neuroinvasiva"
2022-10-25,"9","Toscana","43.76923077","11.25588885",0,3,"neuroinvasiva"
2022-10-25,"5","Veneto","45.434904850000002","12.33845213",3,142,"neuroinvasiva"
2022-10-25,"5","Veneto","45.434904850000002","12.33845213",0,27,"donatore_sangue"
2022-10-25,"5","Veneto","45.434904850000002","12.33845213",0,156,"febbre"
2022-10-25,"5","Veneto","45.434904850000002","12.33845213",0,8,"sintomatico"
2022-11-01,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",0,69,"neuroinvasiva"
2022-11-01,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",0,18,"donatore_sangue"
2022-11-01,"8","Emilia-Romagna","44.494366810000002","11.341720799999999",2,4,"febbre"
2022-11-01,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",0,5,"neuroinvasiva"
2022-11-01,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",0,12,"febbre"
2022-11-01,"6","Friuli Venezia Giulia","45.649435400000002","13.76813649",0,1,"sintomatico"
2022-11-01,"NA","Importato dal Marocco","NA","NA",0,1,"febbre"
2022-11-01,"NA","Importato dalla Spagna","NA","NA",0,1,"febbre"
2022-11-01,"3","Lombardia","45.46679409","9.1903474040000006",0,26,"neuroinvasiva"
2022-11-01,"3","Lombardia","45.46679409","9.1903474040000006",0,30,"donatore_sangue"
2022-11-01,"3","Lombardia","45.46679409","9.1903474040000006",0,11,"febbre"
2022-11-01,"3","Lombardia","45.46679409","9.1903474040000006",0,1,"sintomatico"
2022-11-01,"1","Piemonte","45.073274499999997","7.6806874829999998",0,39,"neuroinvasiva"
2022-11-01,"1","Piemonte","45.073274499999997","7.6806874829999998",0,14,"donatore_sangue"
2022-11-01,"1","Piemonte","45.073274499999997","7.6806874829999998",0,4,"febbre"
2022-11-01,"20","Sardegna","39.215311919999998","9.1106163060000007",0,7,"neuroinvasiva"
2022-11-01,"19","Sicilia","38.115697249999997","13.3623566999999",0,4,"neuroinvasiva"
2022-11-01,"9","Toscana","43.76923077","11.25588885",0,3,"neuroinvasiva"
2022-11-01,"5","Veneto","45.434904850000002","12.33845213",0,142,"neuroinvasiva"
2022-11-01,"5","Veneto","45.434904850000002","12.33845213",0,27,"donatore_sangue"
2022-11-01,"5","Veneto","45.434904850000002","12.33845213",5,161,"febbre"
2022-11-01,"5","Veneto","45.434904850000002","12.33845213",1,9,"sintomatico"
