Data;Nuovi casi;Deceduti;Dimessi_Guariti;Ricoverati
2020-07-03;1;0;0;1
2020-07-04;0;0;0;1
2020-07-05;0;0;0;0
2020-07-06;0;0;0;0
2020-07-07;0;0;0;0
2020-07-08;0;0;0;0
2020-07-09;0;0;0;0
2020-07-10;0;0;0;0
2020-07-11;0;0;0;0
2020-07-12;0;0;0;0
2020-07-13;0;0;0;0
2020-07-14;0;0;0;0
2020-07-15;0;0;0;0
2020-07-16;0;0;1;0
2020-07-17;1;0;0;0
2020-07-18;0;0;0;0
2020-07-19;0;0;2;0
2020-07-20;0;0;0;0
2020-07-21;0;0;0;0
2020-07-22;0;0;0;0
2020-07-23;0;0;0;0
2020-07-24;0;0;0;0
2020-07-25;1;0;0;0
2020-07-26;0;0;0;0
2020-07-27;0;0;0;0
2020-07-28;0;0;0;0
2020-07-29;0;0;0;0
2020-07-30;0;0;0;0
2020-07-31;3;0;0;0
2020-08-01;0;0;0;0
2020-08-02;0;0;0;0
2020-08-03;0;0;0;0
2020-08-04;0;0;0;0
2020-08-05;0;0;0;0
2020-08-06;0;0;2;0
2020-08-07;0;0;0;0
2020-08-08;0;0;0;0
2020-08-09;0;0;0;0
2020-08-10;0;0;0;0
2020-08-11;0;0;0;0
2020-08-12;0;0;0;0
2020-08-13;1;0;0;0
2020-08-14;0;0;0;0
2020-08-15;0;0;0;0
2020-08-16;0;0;0;0
2020-08-17;0;0;0;0
2020-08-18;0;0;0;0
2020-08-19;0;0;0;0
2020-08-20;0;0;0;0
2020-08-21;0;0;0;0
2020-08-22;0;0;0;0
2020-08-23;0;0;0;0
2020-08-24;0;0;0;0
2020-08-25;0;0;0;0
2020-08-26;0;0;0;0
2020-08-27;0;0;0;0
2020-08-28;0;0;0;0
2020-08-29;0;0;0;0
2020-08-30;0;0;0;0
2020-08-31;4;0;0;0
2020-09-01;0;0;0;0
2020-09-02;0;0;0;0
2020-09-03;0;0;2;0
2020-09-04;0;0;0;0
2020-09-05;0;0;0;0
2020-09-06;0;0;0;0
2020-09-07;0;0;0;0
2020-09-08;0;0;0;0
2020-09-09;1;0;0;0
2020-09-10;1;0;0;0
2020-09-11;0;0;1;0
2020-09-12;0;0;0;0
2020-09-13;0;0;0;0
2020-09-14;2;0;0;0
2020-09-15;0;0;0;0
2020-09-16;0;0;0;0
2020-09-17;0;0;0;0
2020-09-18;2;0;0;0
2020-09-19;3;0;0;1
2020-09-20;3;0;0;1
2020-09-21;0;0;0;1
2020-09-22;0;0;0;2
2020-09-23;3;0;0;2
2020-09-24;0;0;0;2
2020-09-25;4;0;0;2
2020-09-26;0;0;0;2
2020-09-27;1;0;0;4
2020-09-28;2;0;0;4
2020-09-29;0;0;0;4
2020-09-30;6;0;0;6
2020-10-01;0;0;0;6
2020-10-02;2;0;1;6
2020-10-03;3;0;0;6
2020-10-04;0;1;0;5
2020-10-05;0;0;6;5
2020-10-06;0;0;0;6
2020-10-07;0;0;0;6
2020-10-08;0;0;0;5
2020-10-09;1;0;0;5
2020-10-10;0;0;1;2
2020-10-11;0;0;0;2
2020-10-12;0;0;0;2
2020-10-13;0;0;2;0
2020-10-14;1;0;1;0
2020-10-15;0;0;11;0
2020-10-16;3;0;1;0
2020-10-17;0;0;0;0
2020-10-18;3;0;0;0
2020-10-19;1;0;0;0
2020-10-20;2;0;5;2
2020-10-21;5;0;0;3
2020-10-22;5;0;0;3
2020-10-23;0;0;0;3
2020-10-24;2;0;3;4
2020-10-25;3;0;0;4
2020-10-26;5;0;0;4
2020-10-27;0;0;0;5
2020-10-28;1;0;0;5
2020-10-29;4;0;2;3
2020-10-30;8;0;0;4
2020-10-31;6;0;0;4
2020-11-01;12;0;0;5
2020-11-02;16;0;0;5
2020-11-03;5;1;0;5
2020-11-04;1;0;0;7
2020-11-05;7;0;0;7
2020-11-06;9;0;1;5
2020-11-07;19;0;0;6
2020-11-08;36;0;0;7
2020-11-09;5;0;0;9
2020-11-10;19;1;0;8
2020-11-11;13;0;0;12
2020-11-12;32;0;0;13
2020-11-13;25;0;0;16
2020-11-14;9;0;0;17
2020-11-15;30;1;22;15
2020-11-16;30;1;0;15
2020-11-17;26;0;0;15
2020-11-18;216;1;6;15
2020-11-19;47;0;0;16
2020-11-20;27;0;1;15
2020-11-21;33;1;0;15
2020-11-22;33;0;1;14
2020-11-23;43;3;60;14
2020-11-24;6;0;4;15
2020-11-25;23;0;1;15
2020-11-26;11;2;3;17
2020-11-27;24;0;0;18
2020-11-28;6;1;9;16
2020-11-29;3;0;2;16
2020-11-30;0;2;54;16
2020-12-01;0;0;0;15
2020-12-02;13;0;122;20
2020-12-03;5;0;0;15
2020-12-04;12;1;131;16
2020-12-05;5;0;0;16
2020-12-06;44;0;26;22
2020-12-07;43;0;0;16
2020-12-08;5;0;0;16
2020-12-09;5;2;0;17
2020-12-10;13;1;51;17
2020-12-11;5;0;79;15
2020-12-12;5;0;0;15
2020-12-13;19;1;124;12
2020-12-14;21;0;0;12
2020-12-15;11;0;18;12
2020-12-16;21;0;61;13
2020-12-17;14;1;35;13
2020-12-18;18;0;0;13
2020-12-19;16;0;2;11
2020-12-20;1;0;0;11
2020-12-21;16;0;56;12
2020-12-22;6;1;10;12
2020-12-23;50;0;10;14
2020-12-24;12;0;4;14
2020-12-25;53;0;0;14
2020-12-26;32;0;23;16
2020-12-27;82;0;0;6
2020-12-28;94;0;0;6
2020-12-29;47;0;2;6
2020-12-30;171;1;12;8
2020-12-31;42;2;6;8
2021-01-01;40;0;2;10
2021-01-02;32;0;49;4
2021-01-03;29;0;0;12
2021-01-04;41;0;1;12
2021-01-05;9;0;18;13
2021-01-06;38;0;0;13
2021-01-07;85;1;26;14
2021-01-08;43;1;25;14
2021-01-09;55;0;8;18
2021-01-10;73;0;7;18
2021-01-11;65;0;50;15
2021-01-12;10;0;30;15
2021-01-13;12;0;2;16
2021-01-14;51;0;17;17
2021-01-15;56;0;30;16
2021-01-16;7;0;26;17
2021-01-17;19;0;10;17
2021-01-18;9;0;62;20
2021-01-19;14;0;17;16
2021-01-20;24;0;21;17
2021-01-21;17;3;126;17
2021-01-22;20;0;53;17
2021-01-23;32;0;43;16
2021-01-24;4;1;10;15
2021-01-25;15;1;229;15
2021-01-26;-9;0;-214;15
2021-01-27;50;0;348;15
2021-01-28;66;0;6;14
2021-01-29;18;1;91;16
2021-01-30;36;0;58;16
2021-01-31;17;0;3;17
2021-02-01;25;0;118;16
2021-02-02;12;0;0;15
2021-02-03;25;2;53;14
2021-02-04;14;1;21;15
2021-02-05;29;1;89;17
2021-02-06;47;0;0;17
2021-02-07;16;2;0;11
2021-02-08;20;0;0;14
2021-02-09;24;1;0;14
2021-02-10;25;0;31;14
2021-02-11;49;4;67;13
2021-02-12;1;0;30;14
2021-02-13;35;0;82;12
2021-02-14;32;0;0;13
2021-02-15;6;1;0;10
2021-02-16;26;0;39;10
2021-02-17;23;1;35;9
2021-02-18;44;0;0;13
2021-02-19;61;1;30;12
2021-02-20;45;0;15;12
2021-02-21;25;0;4;12
2021-02-22;5;1;12;14
2021-02-23;15;0;28;16
2021-02-24;22;0;46;16
2021-02-25;39;1;3;16
2021-02-26;41;1;29;14
2021-02-27;32;0;10;16
2021-02-28;28;0;111;16
2021-03-01;17;0;0;16
2021-03-02;0;1;46;16
2021-03-03;19;0;0;16
2021-03-04;19;1;17;16
2021-03-05;25;0;29;16
2021-03-06;10;1;21;14
2021-03-07;24;0;18;12
2021-03-08;14;0;13;14
2021-03-09;11;0;10;15
2021-03-10;16;1;1;13
2021-03-11;133;0;0;13
2021-03-12;35;0;73;14
2021-03-13;14;1;0;14
2021-03-14;12;2;48;15
2021-03-15;20;2;4;15
2021-03-16;12;0;24;15
2021-03-17;7;0;0;16
2021-03-18;54;0;15;15
2021-03-19;24;1;75;15
2021-03-20;21;0;13;15
2021-03-21;27;0;28;16
2021-03-22;30;1;9;15
2021-03-23;6;0;24;16
2021-03-24;23;1;5;15
2021-03-25;33;1;23;15
2021-03-26;34;0;31;16
2021-03-27;34;0;22;16
2021-03-28;18;1;0;15
2021-03-29;15;0;25;15
2021-03-30;15;1;3;16
2021-03-31;19;0;103;16
2021-04-01;34;0;15;16
2021-04-02;12;0;7;16
2021-04-03;26;1;116;16
2021-04-04;14;0;0;16
2021-04-05;2;0;0;16
2021-04-06;0;2;14;15
2021-04-07;10;0;42;17
2021-04-08;43;0;10;17
2021-04-09;46;0;30;16
2021-04-10;37;0;11;16
2021-04-11;40;0;80;17
2021-04-12;0;0;3;15
2021-04-13;19;0;2;15
2021-04-14;8;0;52;15
2021-04-15;29;1;22;15
2021-04-16;12;1;17;15
2021-04-17;31;1;23;16
2021-04-18;9;0;0;16
2021-04-19;0;0;29;16
2021-04-20;6;0;0;16
2021-04-21;52;0;28;16
2021-04-22;24;1;47;16
2021-04-23;11;0;15;15
2021-04-24;27;0;33;16
2021-04-25;65;0;3;16
2021-04-26;1;0;17;16
2021-04-27;32;0;14;16
2021-04-28;35;3;45;14
2021-04-29;34;0;35;16
2021-04-30;20;0;0;20
2021-05-01;31;0;46;20
2021-05-02;6;0;4;20
2021-05-03;4;1;19;20
2021-05-04;10;0;12;20
2021-05-05;17;0;0;20
2021-05-06;24;0;28;20
2021-05-07;18;1;21;21
2021-05-08;17;0;9;20
2021-05-09;31;0;20;20
2021-05-10;4;2;29;19
2021-05-11;13;2;10;18
2021-05-12;11;0;38;18
2021-05-13;15;0;22;20
2021-05-14;6;0;31;20
2021-05-15;17;0;45;19
2021-05-16;29;0;20;18
2021-05-17;0;1;10;20
2021-05-18;0;0;31;20
2021-05-19;12;0;30;20
2021-05-20;17;1;26;20
2021-05-21;15;0;26;20
2021-05-22;9;1;20;20
2021-05-23;1;0;9;18
2021-05-24;14;0;12;18
2021-05-25;4;1;19;15
2021-05-26;8;0;14;12
2021-05-27;10;0;18;12
2021-05-28;0;0;19;11
2021-05-29;31;0;18;9
2021-05-30;18;0;16;9
2021-05-31;0;0;13;8
2021-06-01;1;0;8;7
2021-06-02;31;0;16;4
2021-06-03;4;0;17;5
2021-06-04;16;0;9;6
2021-06-05;13;0;20;6
2021-06-06;8;0;10;6
2021-06-07;0;0;1;6
2021-06-08;13;0;4;8
2021-06-09;1;0;9;8
2021-06-10;8;1;13;7
2021-06-11;5;0;13;7
2021-06-12;13;0;7;7
2021-06-13;6;0;15;7
2021-06-14;0;0;3;7
2021-06-15;0;0;6;7
2021-06-16;9;0;13;7
2021-06-17;4;1;25;4
2021-06-18;15;0;8;4
2021-06-19;6;0;28;4
2021-06-20;8;0;8;4
2021-06-21;0;0;14;2
2021-06-22;3;0;0;2
2021-06-23;2;0;16;2
2021-06-24;1;0;10;3
2021-06-25;4;0;10;3
2021-06-26;1;0;5;3
2021-06-27;3;0;5;3
2021-06-28;0;0;4;3
2021-06-29;4;0;13;2
2021-06-30;1;0;3;3
2021-07-01;0;0;3;3
2021-07-02;1;0;5;3
2021-07-03;0;0;0;4
2021-07-04;0;0;8;4
2021-07-05;1;0;5;4
2021-07-06;1;0;1;4
2021-07-07;3;0;11;5
2021-07-08;1;0;11;5
2021-07-09;0;0;4;3
2021-07-10;3;0;5;2
2021-07-11;0;0;0;2
2021-07-12;0;0;0;2
2021-07-13;3;0;1;2
2021-07-14;3;0;1;4
2021-07-15;-2;0;0;4
2021-07-16;0;0;2;3
2021-07-17;3;0;0;3
2021-07-18;1;0;0;3
2021-07-19;0;0;0;3
2021-07-20;2;0;3;3
2021-07-21;7;0;5;3
2021-07-22;0;0;0;3
2021-07-23;2;0;0;3
2021-07-24;3;0;0;3
2021-07-25;1;0;0;3
2021-07-26;0;0;0;3
2021-07-27;7;0;2;3
2021-07-28;11;0;11;3
2021-07-29;11;0;0;3
2021-07-30;0;0;2;3
2021-07-31;8;0;2;3
2021-08-01;8;0;0;3
2021-08-02;0;0;1;2
2021-08-03;8;0;3;2
2021-08-04;3;0;4;1
2021-08-05;9;0;3;1
2021-08-06;11;0;3;2
2021-08-07;23;0;2;2
2021-08-08;24;0;6;4
2021-08-09;0;0;1;4
2021-08-10;18;0;0;4
2021-08-11;15;0;3;4
2021-08-12;24;0;2;2
2021-08-13;17;0;0;3
2021-08-14;1;0;4;4
2021-08-15;32;0;10;4
2021-08-16;0;0;0;5
2021-08-17;1;0;11;4
2021-08-18;40;0;5;6
2021-08-19;18;0;3;6
2021-08-20;37;0;19;6
2021-08-21;18;0;2;7
2021-08-22;18;0;1;7
2021-08-23;34;0;4;9
2021-08-24;8;1;11;10
2021-08-25;24;0;18;10
2021-08-26;14;1;8;10
2021-08-27;21;0;24;10
2021-08-28;18;0;5;10
2021-08-29;20;0;8;9
2021-08-30;24;0;14;10
2021-08-31;16;0;24;9
2021-09-01;9;0;18;7
2021-09-02;11;1;9;7
2021-09-03;12;0;13;8
2021-09-04;6;0;1;8
2021-09-05;33;1;40;8
2021-09-06;2;0;10;9
2021-09-07;14;0;17;10
2021-09-08;13;0;31;9
2021-09-09;9;0;16;9
2021-09-10;0;0;13;9
2021-09-11;6;0;37;7
2021-09-12;9;0;9;7
2021-09-13;1;0;16;9
2021-09-14;5;0;28;9
2021-09-15;2;-1;10;8
2021-09-16;7;1;23;8
2021-09-17;4;0;32;7
2021-09-18;1;0;26;7
2021-09-19;5;0;15;6
2021-09-20;0;0;7;7
2021-09-21;7;0;14;7
2021-09-22;2;0;8;7
2021-09-23;6;0;19;7
2021-09-24;9;1;10;6
2021-09-25;1;0;14;5
2021-09-26;13;0;5;6
2021-09-27;1;1;7;6
2021-09-28;5;0;6;6
2021-09-29;8;0;11;5
2021-09-30;13;0;6;4
2021-10-01;7;0;1;4
2021-10-02;17;0;6;4
2021-10-03;1;0;2;4
2021-10-04;1;1;0;4
2021-10-05;17;0;4;4
2021-10-06;8;0;9;5
2021-10-07;13;1;0;5
2021-10-08;14;0;2;4
2021-10-09;11;0;2;4
2021-10-10;23;0;3;5
2021-10-11;0;0;4;4
2021-10-12;23;0;10;7
2021-10-13;49;0;0;7
2021-10-14;37;0;11;7
2021-10-15;10;0;2;6
2021-10-16;12;0;16;6
2021-10-17;21;1;7;6
2021-10-18;13;0;4;8
2021-10-19;25;0;18;8
2021-10-20;22;0;9;8
2021-10-21;39;0;9;8
2021-10-22;47;0;7;6
2021-10-23;23;0;4;6
2021-10-24;41;0;8;8
2021-10-25;2;1;10;8
2021-10-26;12;1;8;8
2021-10-27;37;0;15;8
2021-10-28;19;0;13;7
2021-10-29;14;0;12;7
2021-10-30;15;0;16;6
2021-10-31;35;0;21;5
2021-11-01;6;0;34;6
2021-11-02;0;0;0;5
2021-11-03;18;0;48;5
2021-11-04;21;0;28;5
2021-11-05;15;0;8;5
2021-11-06;21;0;12;5
2021-11-07;33;0;33;6
2021-11-08;23;1;25;7
2021-11-09;13;0;18;7
2021-11-10;3;0;54;9
2021-11-11;21;0;19;9
2021-11-12;20;0;31;8
2021-11-13;18;0;76;7
2021-11-14;25;0;11;7
2021-11-15;1;0;23;7
2021-11-16;28;0;16;7
2021-11-17;29;0;7;9
2021-11-18;11;0;15;9
2021-11-19;2;0;2;9
2021-11-20;58;0;21;10
2021-11-21;26;0;29;10
2021-11-22;0;0;7;9
2021-11-23;10;0;17;8
2021-11-24;37;1;29;9
2021-11-25;20;0;7;9
2021-11-26;26;0;24;9
2021-11-27;46;0;24;9
2021-11-28;27;0;1;8
2021-11-29;3;0;24;9
2021-11-30;26;1;10;9
2021-12-01;14;1;26;8
2021-12-02;21;0;16;9
2021-12-03;59;0;16;7
2021-12-04;16;0;9;7
2021-12-05;46;0;10;8
2021-12-06;26;0;13;8
2021-12-07;33;0;22;7
2021-12-08;21;1;13;8
2021-12-09;31;0;17;8
2021-12-10;42;0;32;9
2021-12-11;58;0;31;8
2021-12-12;35;1;2;8
2021-12-13;55;0;33;10
2021-12-14;39;0;7;10
2021-12-15;49;0;16;10
2021-12-16;78;0;39;10
2021-12-17;65;0;50;10
2021-12-18;70;0;25;10
2021-12-19;44;1;9;10
2021-12-20;17;1;9;10
2021-12-21;16;1;43;10
2021-12-22;69;1;29;10
2021-12-23;96;0;37;10
2021-12-24;32;0;0;10
2021-12-25;102;0;0;10
2021-12-26;32;1;22;10
2021-12-27;57;0;26;22
2021-12-28;184;0;33;22
2021-12-29;403;0;24;22
2021-12-30;647;1;32;10
2021-12-31;589;0;56;10
2022-01-01;302;0;136;10
2022-01-02;115;1;29;10
2022-01-03;197;1;31;10
2022-01-04;413;2;79;10
2022-01-05;567;0;55;10
2022-01-06;579;2;109;10
2022-01-07;244;1;0;10
2022-01-08;569;1;38;8
2022-01-09;448;2;36;10
2022-01-10;104;0;81;10
2022-01-11;403;0;56;10
2022-01-12;552;2;73;8
2022-01-13;336;1;46;7
2022-01-14;273;0;107;18
2022-01-15;365;0;12;20
2022-01-16;471;0;14;28
2022-01-17;107;0;114;18
2022-01-18;381;2;113;20
2022-01-19;314;2;191;19
2022-01-20;322;1;191;20
2022-01-21;271;0;55;19
2022-01-22;211;0;34;15
2022-01-23;261;0;84;17
2022-01-24;50;1;0;20
2022-01-25;334;2;25;19
2022-01-26;260;1;24;18
2022-01-27;245;1;85;20
2022-01-28;277;3;24;15
2022-01-29;244;0;21;15
2022-01-30;122;0;40;15
2022-01-31;264;0;129;15
2022-02-01;300;0;30;15
2022-02-02;346;1;21;16
2022-02-03;355;1;35;13
2022-02-04;234;1;80;12
2022-02-05;44;2;43;10
2022-02-06;39;0;82;13
2022-02-07;154;0;22;15
2022-02-08;346;0;66;15
2022-02-09;232;0;26;17
2022-02-10;260;0;63;15
2022-02-11;300;0;18;18
2022-02-12;31;0;107;18
2022-02-13;38;0;0;15
2022-02-14;136;2;287;14
2022-02-15;439;1;0;12
2022-02-16;507;0;12;16
2022-02-17;169;0;0;18
2022-02-18;187;0;0;18
2022-02-19;33;0;97;17
2022-02-20;29;0;71;17
2022-02-21;340;0;78;16
2022-02-22;292;1;2085;14
2022-02-23;260;0;0;15
2022-02-24;218;0;0;15
2022-02-25;136;0;143;14
2022-02-26;7;0;58;12
2022-02-27;29;0;43;12
2022-02-28;407;0;45;12
2022-03-01;274;1;256;9
2022-03-02;36;2;44;9
2022-03-03;219;0;98;11
2022-03-04;208;0;238;11
2022-03-05;27;0;253;11
2022-03-06;3;0;30;11
2022-03-07;284;0;568;10
2022-03-08;537;0;215;9
2022-03-09;273;1;1;9
2022-03-10;329;0;7;9
2022-03-11;292;1;0;8
2022-03-12;180;0;121;7
2022-03-13;36;1;49;7
2022-03-14;24;0;15;9
2022-03-15;505;0;45;9
2022-03-16;404;0;173;9
2022-03-17;344;2;97;12
2022-03-18;258;0;30;16
2022-03-19;182;0;0;16
2022-03-20;68;0;0;16
2022-03-21;413;0;145;20
2022-03-22;459;0;413;20
2022-03-23;274;0;50;18
2022-03-24;276;0;87;19
2022-03-25;265;0;72;17
2022-03-26;175;0;53;17
2022-03-27;36;1;0;18
2022-03-28;227;0;53;18
2022-03-29;393;0;277;17
2022-03-30;302;0;70;20
2022-03-31;208;0;23;19
2022-04-01;203;0;50;17
2022-04-02;176;1;312;16
2022-04-03;55;0;0;16
2022-04-04;371;0;0;16
2022-04-05;360;0;126;16
2022-04-06;157;1;115;18
2022-04-07;202;1;34;18
2022-04-08;189;0;144;18
2022-04-09;69;1;94;18
2022-04-10;152;0;82;19
2022-04-11;213;0;135;19
2022-04-12;282;0;115;19
2022-04-13;209;1;22;20
2022-04-14;185;0;249;20
2022-04-15;114;0;13;20
2022-04-16;96;0;86;17
2022-04-17;128;0;30;17
2022-04-18;120;0;70;17
2022-04-19;27;2;0;16
2022-04-20;192;0;150;16
2022-04-21;154;3;58;16
2022-04-22;182;0;253;13
2022-04-23;179;1;189;13
2022-04-24;132;0;115;13
2022-04-25;32;0;40;15
2022-04-26;49;0;0;16
2022-04-27;214;0;304;17
2022-04-28;156;0;133;18
2022-04-29;111;0;120;18
2022-04-30;98;0;58;18
2022-05-01;41;0;80;18
2022-05-02;2;0;60;18
2022-05-03;94;0;286;18
2022-05-04;81;0;124;18
2022-05-05;55;0;388;18
2022-05-06;116;0;110;18
2022-05-07;69;0;81;18
2022-05-08;63;0;116;18
2022-05-09;15;0;70;18
2022-05-10;100;0;177;17
2022-05-11;35;0;216;17
2022-05-12;53;0;62;18
2022-05-13;43;0;88;14
2022-05-14;70;0;113;14
2022-05-15;30;0;250;14
2022-05-16;10;0;1330;14
2022-05-17;63;0;1269;11
2022-05-18;33;0;1139;10
2022-05-19;46;0;817;10
2022-05-20;31;1;1327;11
2022-05-21;42;0;763;11
2022-05-22;20;0;1254;11
2022-05-23;4;0;1076;9
2022-05-24;51;0;991;0
2022-05-25;29;0;859;0
2022-05-26;30;0;930;0
2022-05-27;30;0;601;7
2022-05-28;15;0;589;7
2022-05-29;16;0;519;7
2022-05-30;13;0;573;9
2022-05-31;34;0;427;9
2022-06-01;30;0;459;9
2022-06-02;9;0;316;9
2022-06-03;5;0;264;9
2022-06-04;29;1;363;9
2022-06-05;18;0;198;9
2022-06-06;5;0;220;9
2022-06-07;54;0;159;8
2022-06-08;39;0;95;8
2022-06-09;26;1;131;6
2022-06-10;24;0;36;6
2022-06-11;18;0;26;6
2022-06-12;17;0;60;6
2022-06-13;3;0;26;6
2022-06-14;40;0;78;7
2022-06-15;26;0;28;6
2022-06-16;17;0;16;6
2022-06-17;33;0;65;6
2022-06-18;25;0;63;6
2022-06-19;10;0;17;6
2022-06-20;7;1;35;7
2022-06-21;32;0;34;9
2022-06-22;55;0;0;9
2022-06-23;23;0;53;9
2022-06-24;31;0;129;9
2022-06-25;67;0;10;10
2022-06-26;27;0;0;10
2022-06-27;15;0;15;11
2022-06-28;41;0;20;11
2022-06-29;105;0;22;11
2022-06-30;63;0;0;11
2022-07-01;66;1;25;11
2022-07-02;69;1;78;11
2022-07-03;52;0;95;11
2022-07-04;14;0;15;17
2022-07-05;106;0;28;16
2022-07-06;101;0;86;16
2022-07-07;153;0;0;16
2022-07-08;178;0;60;18
2022-07-09;197;0;137;18
2022-07-10;64;0;125;18
2022-07-11;52;0;0;20
2022-07-12;210;0;11;19
2022-07-13;114;0;63;20
2022-07-14;178;0;27;18
2022-07-15;197;0;50;20
2022-07-16;107;0;0;20
2022-07-17;44;0;0;20
2022-07-18;29;0;15;19
2022-07-19;165;0;58;19
2022-07-20;193;0;12;19
2022-07-21;142;0;37;19
2022-07-22;80;0;0;19
2022-07-23;145;0;34;19
2022-07-24;52;0;79;19
2022-07-25;32;0;92;18
2022-07-26;130;0;48;16
2022-07-27;149;1;104;16
2022-07-28;88;0;59;16
2022-07-29;94;0;198;12
2022-07-30;63;0;98;12
2022-07-31;37;0;24;12
2022-08-01;65;0;75;19
2022-08-02;99;0;325;18
2022-08-03;88;0;291;18
2022-08-04;66;0;213;16
2022-08-05;125;0;248;16
2022-08-06;100;0;4;19
2022-08-07;6;0;106;19
2022-08-08;17;0;0;20
2022-08-09;128;0;190;20
2022-08-10;52;0;57;19
2022-08-11;119;1;7;16
2022-08-12;113;0;158;16
2022-08-13;126;0;183;16
2022-08-14;84;0;46;16
2022-08-15;44;0;174;16
2022-08-16;104;0;16;18
2022-08-17;151;0;216;16
2022-08-18;160;0;102;13
2022-08-19;148;0;74;11
2022-08-20;210;0;90;11
2022-08-21;137;1;110;11
2022-08-22;18;0;11;15
2022-08-23;169;0;0;14
2022-08-24;177;0;0;14
2022-08-25;154;0;120;14
2022-08-26;135;1;38;14
2022-08-27;100;0;144;14
2022-08-28;201;0;19;14
2022-08-29;17;0;0;14
2022-08-30;195;2;39;14
2022-08-31;96;2;288;10
2022-09-01;121;0;101;9
2022-09-02;102;0;139;12
2022-09-03;112;1;87;12
2022-09-04;88;0;739;12
2022-09-05;6;0;268;12
2022-09-06;79;0;206;12
2022-09-07;107;0;49;14
2022-09-08;68;0;267;13
2022-09-09;72;0;187;13
2022-09-10;90;0;89;14
2022-09-11;36;0;163;14
2022-09-12;3;0;29;15
2022-09-13;61;0;156;11
2022-09-14;54;2;131;11
2022-09-15;31;0;122;11
2022-09-16;36;0;95;10
2022-09-17;53;0;95;10
2022-09-18;53;0;75;10
2022-09-19;3;0;7;17
2022-09-20;50;0;133;17
2022-09-21;51;0;54;17
2022-09-22;40;0;123;14
